,id,gender,state,region,education,income,vehicle_class,policy_type,monthly_premium,customer_lifetime_value,total_claim_amount,open_complaints
2412,ss69401,f,oregon,north west,college,23449.0,four-door car,corporate auto,61.0,4841,292.8,0
2415,fp99321,m,washington,east,high school or below,50510.55,four-door car,personal auto,89.0,2628,640.8,4
2416,qf21628,m,california,west,high school or below,53588.0,four-door car,personal auto,77.0,3096,369.6,0
2417,or40901,m,california,west,doctor,40870.0,suv,corporate auto,105.0,12732,504.0,0
2418,nf82527,m,arizona,central,bachelor,50510.55,two-door car,personal auto,71.0,2632,340.8,0
2420,pa14842,f,washington,east,high school or below,45128.0,four-door car,special auto,72.0,2907,66.67,0
2421,sa45648,m,california,west,bachelor,90874.0,suv,personal auto,137.0,10628,459.79,4
2422,iq37561,f,arizona,central,high school or below,52823.0,two-door car,personal auto,95.0,7591,125.77,0
2423,tp34946,m,california,west,college,26784.0,four-door car,corporate auto,67.0,5108,482.4,0
2424,tl20040,m,oregon,north west,college,22354.0,suv,personal auto,118.0,13990,775.53,0
2425,jm96431,m,oregon,north west,college,54420.0,four-door car,personal auto,80.0,3116,576.0,0
2426,ln10007,f,oregon,north west,college,50800.0,sports car,corporate auto,112.0,13369,621.22,0
2427,wy17451,f,oregon,north west,college,50510.55,four-door car,personal auto,87.0,8621,417.6,1
2428,xs30210,m,arizona,central,college,84583.0,four-door car,corporate auto,65.0,10359,238.87,0
2429,ud27331,m,nevada,central,bachelor,33701.0,four-door car,personal auto,88.0,3242,460.82,3
2430,hc52114,f,california,west,bachelor,50510.55,four-door car,corporate auto,63.0,4345,462.64,0
2431,wg50184,f,arizona,central,doctor,68931.0,four-door car,corporate auto,66.0,5332,309.58,0
2432,bq99053,m,oregon,north west,college,50510.55,four-door car,personal auto,105.0,7692,504.0,0
2435,sg71810,f,oregon,north west,college,41503.0,two-door car,personal auto,73.0,11610,15.0,0
2436,oq10108,m,oregon,north west,high school or below,50510.55,suv,personal auto,126.0,8937,604.8,0
2437,on45263,f,california,west,bachelor,50510.55,two-door car,personal auto,69.0,2463,427.25,0
2438,rd15786,m,oregon,north west,bachelor,25905.0,four-door car,personal auto,63.0,2301,302.4,0
2439,tu64352,f,oregon,north west,college,50510.55,sports car,personal auto,116.0,4078,835.2,0
2440,cr12479,f,nevada,central,college,40046.0,four-door car,personal auto,73.0,2869,118.51,0
2441,aw36627,f,california,west,high school or below,58577.0,suv,personal auto,110.0,4428,303.87,0
2442,ud31660,m,california,west,bachelor,70129.0,four-door car,personal auto,103.0,4062,130.5,1
2444,dj11965,f,california,west,college,12902.0,sports car,personal auto,139.0,4905,667.2,0
2445,lt16517,f,oregon,north west,high school or below,62053.0,suv,personal auto,134.0,10828,614.03,0
2446,jg77605,f,nevada,central,bachelor,30389.0,four-door car,personal auto,73.0,5745,278.93,0
2447,pd94851,m,nevada,central,bachelor,15585.0,two-door car,personal auto,65.0,2423,67.62,0
2448,nk27819,m,arizona,central,college,23091.0,four-door car,personal auto,96.0,5927,460.8,5
2449,pl28709,f,california,west,college,22571.0,four-door car,personal auto,63.0,4605,302.4,0
2450,dy35560,m,oregon,north west,high school or below,50510.55,four-door car,personal auto,61.0,2133,691.68,0
2451,lx23185,f,oregon,north west,college,50510.55,two-door car,personal auto,82.0,2644,393.6,3
2452,na39347,m,california,west,college,73976.0,four-door car,personal auto,73.0,5824,338.53,0
2453,si32097,f,oregon,north west,bachelor,30814.0,four-door car,personal auto,87.0,6890,417.6,0
2454,jd50909,f,arizona,central,bachelor,80681.0,four-door car,corporate auto,74.0,3008,355.2,0
2455,fb55024,f,oregon,north west,high school or below,60934.0,two-door car,personal auto,82.0,3286,393.6,0
2456,nq51389,m,oregon,north west,high school or below,50510.55,two-door car,corporate auto,62.0,13553,446.4,2
2457,ea23961,f,california,west,college,80797.0,four-door car,personal auto,64.0,5166,300.94,0
2458,rq78687,m,oregon,north west,college,89410.0,four-door car,personal auto,74.0,2946,96.0,0
2459,ze42703,m,nevada,central,bachelor,52728.0,suv,corporate auto,127.0,4863,609.6,1
2460,lz34164,f,nevada,central,bachelor,43199.0,four-door car,personal auto,61.0,4893,334.01,0
2461,co44659,f,arizona,central,bachelor,43510.0,four-door car,personal auto,83.0,3338,238.09,0
2462,yq53901,f,washington,east,bachelor,28909.0,two-door car,personal auto,66.0,5246,456.7,0
2463,lx46285,f,oregon,north west,master,50510.55,sports car,personal auto,122.0,9031,650.52,0
2464,gh90738,f,oregon,north west,bachelor,71176.0,two-door car,personal auto,91.0,3580,278.07,2
2465,fk10455,m,california,west,bachelor,84429.0,suv,personal auto,123.0,9803,115.07,0
2466,gj77362,m,california,west,bachelor,61613.0,four-door car,special auto,61.0,4826,40.56,1
2467,wj26538,m,california,west,master,68370.0,four-door car,personal auto,80.0,3203,244.16,0
2468,in67175,f,california,west,college,52389.0,four-door car,personal auto,72.0,5659,345.6,1
2469,la52988,f,oregon,north west,high school or below,64478.0,suv,personal auto,103.0,4145,8.28,0
2470,zh89968,f,washington,east,high school or below,59207.0,four-door car,personal auto,116.0,13771,556.8,0
2471,ya17061,f,nevada,central,high school or below,17162.0,four-door car,corporate auto,96.0,3716,460.8,0
2472,nt76210,m,nevada,central,bachelor,50510.55,suv,personal auto,101.0,3123,960.12,4
2473,xl58577,m,california,west,bachelor,14973.0,suv,personal auto,115.0,12169,828.0,0
2474,wj57919,m,california,west,college,56342.0,four-door car,special auto,69.0,2675,331.2,0
2475,fg77231,f,oregon,north west,bachelor,73054.0,suv,personal auto,106.0,12742,419.37,1
2477,ra43827,f,oregon,north west,high school or below,50510.55,suv,special auto,117.0,8628,842.4,0
2479,gt65478,f,oregon,north west,college,84815.0,four-door car,personal auto,68.0,8217,280.0,0
2481,at41276,m,california,west,bachelor,36554.0,two-door car,personal auto,70.0,8111,433.39,1
2482,jd94356,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,68.0,4766,656.96,0
2483,pu88199,m,oregon,north west,high school or below,99845.0,suv,corporate auto,110.0,8819,528.0,1
2484,or33365,f,california,west,college,50510.55,two-door car,corporate auto,69.0,5171,344.47,0
2485,kq36942,m,california,west,bachelor,10853.0,suv,corporate auto,104.0,3897,350.31,0
2486,ln62857,f,california,west,master,23749.0,four-door car,personal auto,77.0,6005,151.55,0
2487,gy99465,f,oregon,north west,college,50510.55,four-door car,corporate auto,69.0,6869,331.2,2
2488,jv58396,m,california,west,bachelor,50510.55,four-door car,personal auto,88.0,3055,422.4,0
2489,wc83553,m,oregon,north west,college,92783.0,two-door car,personal auto,61.0,4874,6.67,0
2490,cb95310,f,arizona,central,doctor,83502.0,four-door car,personal auto,68.0,2747,368.96,0
2491,yy71144,m,oregon,north west,college,83846.0,four-door car,personal auto,74.0,8717,355.2,3
2492,tp96247,f,oregon,north west,high school or below,18606.0,suv,personal auto,110.0,4100,568.84,1
2493,hc16500,m,arizona,central,doctor,72191.0,four-door car,personal auto,68.0,8190,209.39,0
2494,am29546,m,oregon,north west,college,57733.0,two-door car,personal auto,66.0,5225,393.53,0
2495,zm31116,m,arizona,central,doctor,63688.0,four-door car,personal auto,99.0,7949,475.2,0
2496,vg40704,f,california,west,college,55855.0,four-door car,personal auto,79.0,3135,273.0,0
2497,pj73790,f,oregon,north west,bachelor,60021.0,four-door car,special auto,99.0,3939,882.87,0
2498,ke36052,m,arizona,central,high school or below,50510.55,two-door car,corporate auto,73.0,5326,496.47,0
2500,wx10701,m,washington,east,bachelor,50510.55,four-door car,corporate auto,96.0,3459,460.8,0
2502,ya83600,f,arizona,central,high school or below,28887.0,four-door car,personal auto,73.0,2753,425.82,2
2504,nv11692,f,nevada,central,bachelor,50510.55,four-door car,personal auto,68.0,4420,546.42,3
2505,xj52902,m,nevada,central,high school or below,43540.0,two-door car,corporate auto,70.0,2756,117.59,0
2506,ei89831,f,nevada,central,bachelor,96961.0,two-door car,corporate auto,64.0,7744,81.38,0
2507,zy57929,f,arizona,central,college,32799.0,suv,personal auto,104.0,8170,499.2,0
2509,wd38067,f,california,west,bachelor,72540.0,two-door car,personal auto,88.0,10657,631.74,0
2511,ru75129,f,washington,east,high school or below,65431.0,four-door car,personal auto,69.0,2777,331.2,0
2512,kc16062,f,arizona,central,high school or below,50510.55,suv,corporate auto,100.0,7550,480.0,0
2513,vk57280,m,washington,east,bachelor,50510.55,four-door car,personal auto,72.0,4727,345.6,0
2514,ap90638,m,arizona,central,high school or below,50510.55,four-door car,personal auto,84.0,14275,604.8,0
2515,gf12712,f,california,west,high school or below,40672.0,suv,corporate auto,121.0,9559,580.8,0
2516,qq26855,f,california,west,high school or below,52583.0,suv,personal auto,113.0,8880,528.2,0
2517,zj90079,f,arizona,central,college,64816.0,four-door car,corporate auto,69.0,5525,331.2,0
2518,ce75354,f,california,west,bachelor,36685.0,four-door car,corporate auto,74.0,5923,355.2,0
2521,ei57866,m,arizona,central,master,60942.0,two-door car,special auto,64.0,2585,288.21,0
2523,pl18921,f,oregon,north west,master,21514.0,two-door car,personal auto,62.0,11982,257.25,0
2524,sr71068,m,washington,east,high school or below,25927.0,suv,personal auto,103.0,3934,674.97,0
2525,jm47657,f,oregon,north west,high school or below,25965.0,four-door car,personal auto,65.0,2491,329.21,0
2526,jz54775,f,arizona,central,bachelor,27688.0,four-door car,personal auto,92.0,7432,572.35,0
2527,lo57469,f,oregon,north west,high school or below,75490.0,four-door car,corporate auto,97.0,7865,43.08,0
2528,da99797,f,oregon,north west,bachelor,33871.0,suv,personal auto,136.0,15979,933.62,0
2529,wa63124,f,nevada,central,college,50510.55,four-door car,personal auto,65.0,2114,468.0,2
2530,yv97407,m,california,west,college,85470.0,suv,personal auto,109.0,8662,523.2,0
2531,uq71296,m,washington,east,college,97095.0,four-door car,personal auto,70.0,5625,208.04,0
2532,ly14687,f,washington,east,college,73604.0,suv,personal auto,114.0,4592,184.22,0
2534,zp47993,f,california,west,bachelor,40646.0,four-door car,personal auto,103.0,8209,494.4,0
2535,wn13366,f,arizona,central,high school or below,74454.0,four-door car,personal auto,71.0,5595,340.8,0
2536,mk87221,f,arizona,central,high school or below,18168.0,two-door car,personal auto,87.0,3414,417.6,0
2537,bc77846,m,nevada,central,high school or below,50510.55,two-door car,personal auto,89.0,6325,614.57,0
2538,yl27602,m,oregon,north west,master,50510.55,four-door car,personal auto,66.0,6394,316.8,2
2539,qs70017,m,arizona,central,bachelor,43597.0,two-door car,personal auto,110.0,8738,528.0,0
2540,pz80067,m,oregon,north west,high school or below,50510.55,suv,personal auto,140.0,4836,672.0,0
2542,in56924,f,california,west,high school or below,50510.55,four-door car,personal auto,62.0,5410,297.6,5
2543,ix67925,m,california,west,bachelor,50510.55,four-door car,personal auto,74.0,2344,532.8,1
2544,is58553,f,oregon,north west,high school or below,22448.0,suv,personal auto,126.0,15174,604.8,0
2545,ab78984,m,oregon,north west,college,42596.0,four-door car,personal auto,96.0,11124,42.29,0
2546,wn13947,m,oregon,north west,bachelor,50510.55,four-door car,corporate auto,70.0,4863,646.79,0
2547,va91846,m,arizona,central,college,97868.0,two-door car,special auto,70.0,5578,267.79,1
2548,km58067,f,california,west,high school or below,92921.0,suv,personal auto,112.0,4527,109.29,0
2549,el42453,m,washington,east,bachelor,41372.0,four-door car,personal auto,64.0,2520,307.2,0
2550,tp10619,f,california,west,high school or below,26660.0,two-door car,personal auto,63.0,4892,453.6,0
2552,ss63511,m,california,west,high school or below,95697.0,sports car,corporate auto,107.0,8565,178.01,0
2553,ne21279,f,california,west,master,50510.55,suv,personal auto,112.0,4420,537.6,0
2554,tn71995,m,arizona,central,bachelor,50510.55,four-door car,personal auto,84.0,5638,403.2,1
2555,om13505,m,washington,east,bachelor,81741.0,four-door car,corporate auto,64.0,5047,186.45,0
2556,ki83797,f,oregon,north west,college,48295.0,four-door car,personal auto,63.0,4913,290.3,0
2557,sh60585,f,nevada,central,high school or below,65538.0,four-door car,personal auto,72.0,5799,261.34,0
2558,gu33167,m,oregon,north west,college,53997.0,four-door car,personal auto,69.0,5569,345.16,0
2559,bx20846,f,oregon,north west,college,93272.0,four-door car,personal auto,95.0,3861,281.11,0
2560,vk69632,f,california,west,bachelor,68899.0,two-door car,personal auto,74.0,2913,66.1,0
2561,ru72450,m,california,west,bachelor,50510.55,four-door car,corporate auto,67.0,6980,321.6,0
2562,kn15789,f,nevada,central,high school or below,50510.55,four-door car,personal auto,97.0,6769,698.4,0
2563,gg29821,m,oregon,north west,bachelor,54950.0,suv,corporate auto,103.0,8194,480.58,0
2564,rn98239,m,california,west,high school or below,96306.0,four-door car,personal auto,95.0,7519,185.36,1
2565,ne83217,f,nevada,central,bachelor,70342.0,four-door car,personal auto,96.0,3746,685.91,1
2566,yu72630,m,arizona,central,high school or below,72421.0,four-door car,personal auto,65.0,2592,312.0,0
2567,ez80325,f,california,west,bachelor,50510.55,sports car,personal auto,132.0,4548,950.4,3
2568,ce41738,f,oregon,north west,college,77748.0,two-door car,personal auto,72.0,2885,7.21,0
2569,hf15113,f,oregon,north west,bachelor,19096.0,two-door car,personal auto,64.0,4884,374.9,0
2570,wz83320,f,arizona,central,master,73876.0,four-door car,personal auto,112.0,9061,419.3,0
2572,us90854,m,oregon,north west,bachelor,20742.0,suv,personal auto,100.0,11178,455.85,0
2573,fx55357,m,arizona,central,college,44804.0,suv,corporate auto,114.0,4364,778.35,0
2575,uk66803,f,oregon,north west,bachelor,49185.0,two-door car,corporate auto,61.0,4926,126.95,0
2577,qk23524,f,oregon,north west,bachelor,26877.0,suv,personal auto,131.0,5149,628.8,0
2578,zq37164,f,arizona,central,bachelor,82828.0,four-door car,personal auto,67.0,8017,217.47,1
2579,fg47217,m,california,west,bachelor,99824.0,four-door car,special auto,63.0,2539,302.4,0
2580,fq46354,m,california,west,bachelor,30352.0,four-door car,personal auto,89.0,10499,146.11,0
2581,ag56998,m,oregon,north west,college,50510.55,two-door car,corporate auto,69.0,2449,331.2,0
2582,kg23128,m,oregon,north west,bachelor,27681.0,two-door car,personal auto,83.0,6057,398.4,0
2583,nx34811,f,nevada,central,bachelor,85478.0,two-door car,personal auto,103.0,8296,224.16,0
2584,py79729,f,oregon,north west,high school or below,94310.0,four-door car,corporate auto,70.0,2787,430.77,4
2586,co71312,f,arizona,central,high school or below,10384.0,suv,personal auto,151.0,11470,914.43,0
2587,vg83453,m,california,west,doctor,17272.0,two-door car,personal auto,93.0,3557,446.4,0
2588,jd78271,f,nevada,central,college,64367.0,suv,personal auto,104.0,8317,96.43,0
2589,xm69101,m,oregon,north west,bachelor,47519.0,two-door car,personal auto,96.0,7602,245.25,0
2590,hk30754,m,arizona,central,college,26263.0,two-door car,special auto,85.0,9427,475.16,0
2591,wj47053,m,oregon,north west,bachelor,50510.55,two-door car,personal auto,63.0,6419,556.86,0
2592,hx36471,f,california,west,high school or below,50510.55,two-door car,personal auto,93.0,6788,855.34,0
2593,hs66275,f,california,west,high school or below,77309.0,two-door car,personal auto,83.0,3359,596.32,0
2594,mb75636,f,oregon,north west,college,50876.0,four-door car,personal auto,61.0,2440,171.25,0
2595,kb35786,m,oregon,north west,bachelor,20284.0,four-door car,personal auto,65.0,4506,532.81,1
2596,lx42787,m,california,west,college,22567.0,four-door car,personal auto,69.0,2310,496.8,0
2597,ss34897,m,california,west,bachelor,63546.0,four-door car,personal auto,64.0,2542,131.81,0
2598,zq92997,m,nevada,central,high school or below,50510.55,four-door car,personal auto,89.0,6414,640.8,0
2599,ob66874,f,oregon,north west,college,28137.0,two-door car,personal auto,65.0,2585,312.0,0
2600,le74625,m,california,west,master,22608.0,four-door car,personal auto,77.0,2961,369.6,0
2601,qn60028,m,california,west,bachelor,92296.0,two-door car,corporate auto,69.0,2760,331.2,0
2602,gv19121,m,oregon,north west,college,50510.55,two-door car,personal auto,69.0,3342,331.2,5
2603,ps43764,m,washington,east,high school or below,12430.0,four-door car,special auto,73.0,5169,350.4,0
2605,ui80897,m,washington,east,high school or below,50470.0,two-door car,corporate auto,71.0,5553,377.5,0
2606,vv35420,m,arizona,central,high school or below,44788.0,four-door car,personal auto,61.0,7285,386.03,0
2607,rw61528,f,nevada,central,college,52423.0,four-door car,corporate auto,119.0,13917,571.2,1
2608,lt60268,f,nevada,central,college,29696.0,suv,personal auto,139.0,11044,478.11,0
2609,va77345,f,oregon,north west,college,26884.0,four-door car,special auto,89.0,3531,238.13,0
2610,wg15595,m,california,west,college,64388.0,two-door car,personal auto,69.0,2760,331.2,0
